listing_id,price,nbhood_full,host_name,last_review,description,room_type
2848235,44 dollars,"Bronx, University Heights","Rossy,  Carmen And Juan",June 16 2019,Perfect room for one in beautiful home,PRIVATE ROOM
2856770,650 dollars,"Manhattan, East Harlem",Janelle,June 23 2019,Family Friendly 3 bedroom 2 bath w. Washer/Dryer,entire home/apt
2858010,111 dollars,"Manhattan, Harlem",Chad,June 23 2019,☀️Sunny Central Park North☀️,Private room
2863530,130 dollars,"Queens, Astoria",Ilda,June 15 2019,APPARTEMENT 2 CHAMBRES ASTORIA NY,Entire home/apt
2863589,109 dollars,"Manhattan, Upper West Side",Ofer,June 07 2019,Entire Private Modern Studio UPW Manhattan,Entire home/apt
2867115,60 dollars,"Queens, Sunnyside",Caitlin,June 02 2019,Room for Rent -  Close to City & Clean,Private room
2870603,69 dollars,"Queens, Jackson Heights",Alwin,June 22 2019,One Bedroom Apartment,Entire home/apt
2870840,72 dollars,"Manhattan, Washington Heights",Julio,June 03 2019,Cozy private room in beautiful apt,Private room
2872353,119 dollars,"Manhattan, Upper East Side",AFI Apartments,June 08 2019,Modern 1-Bed Near Central Park,entire home/apt
2874932,199 dollars,"Brooklyn, Clinton Hill",Jessica,June 08 2019,The Notorious B.N.B. { The Erhart II },Private room
2875923,75 dollars,"Manhattan, Harlem",Teresa,May 19 2019,"Cozy, Clean, Spacious Apartment!",Private room
2876055,100 dollars,"Brooklyn, Williamsburg",Kells,June 30 2019,Williamsburg Room - 2 Blocks to L Train,private room
2879157,125 dollars,"Manhattan, Morningside Heights",Allison,June 16 2019,Family Friendly Apt,Entire home/apt
2880806,295 dollars,"Brooklyn, Williamsburg",Triny,July 05 2019,2B & Private Garden A Williamsburg Spacious Escape,Entire home/apt
2883054,100 dollars,"Brooklyn, Crown Heights",Shanti,July 01 2019,Urban Holiday...,Entire home/apt
2887761,385 dollars,"Manhattan, West Village",Sara,May 25 2019,Quiet & Central West Village Artist’s 2 Bedroom,ENTIRE HOME/APT
2888088,87 dollars,"Brooklyn, Flatbush",Jerry,June 14 2019,Private space in Brooklyn,ENTIRE HOME/APT
2889377,59 dollars,"Queens, Flushing",Ruth,June 22 2019,garden view  / female guest,Private room
2889387,95 dollars,"Staten Island, St. George",Rob&Elle,June 30 2019,New York City near Staten Is. Ferry,private room
2895511,120 dollars,"Brooklyn, Bedford-Stuyvesant",Alexandra,June 30 2019,Historic Bed-Stuy,Entire home/apt
2895820,113 dollars,"Manhattan, East Village",Tracy & Matt,July 07 2019,Quiet Room in Central Location,Private room
2896760,60 dollars,"Queens, Ditmars Steinway",Angelo,June 16 2019,"Safe, cozy & minutes to NYC",private room
2897507,40 dollars,"Brooklyn, Bedford-Stuyvesant",Anna,May 18 2019,Private Room in Cozy Brooklyn Apt. for Female,PRIVATE ROOM
2908211,105 dollars,"Brooklyn, Park Slope",Kieran,July 05 2019,"Lovely Park Slope Apt, Brooklyn",Private room
2919578,45 dollars,"Brooklyn, Flatbush",Al,June 22 2019,Artist’s Pad Prospect Park,Private room
2922197,65 dollars,"Brooklyn, Greenpoint",Rosa,May 07 2019,Furnished privte room,Private room
2924588,110 dollars,"Manhattan, Midtown",Maria,June 01 2019,"Exclusive Manhattan , 24 h doormen",PRIVATE ROOM
2924834,80 dollars,"Brooklyn, Williamsburg",Jon,February 26 2019,RARE: Large Room + Big Townhouse = Better Stay,PRIVATE ROOM
2925397,63 dollars,"Brooklyn, South Slope",Jess,January 02 2019,Quaint room in artist's apartment.,Private room
2927005,200 dollars,"Brooklyn, Windsor Terrace",Seryn,May 27 2019,Charming 2 Bedroom by Prospect Park,Entire home/apt
2931595,250 dollars,"Manhattan, SoHo",James,June 30 2019,Light filled SoHo walk-up,Entire home/apt
2931859,130 dollars,"Manhattan, West Village",Satya,April 09 2019,2 BR Sun Filled Feng Shui W Village,entire home/apt
2932263,185 dollars,"Brooklyn, Brooklyn Heights",Gillian,June 30 2019,Cheery Brooklyn Heights Studio!!,entire home/apt
2933772,240 dollars,"Manhattan, East Harlem",Jane,July 01 2019,"Large, Bright Apt Near Central Park",entire home/apt
2936192,120 dollars,"Manhattan, Greenwich Village",Kaytlin,June 19 2019,Bright Quiet Room in the W Village,private room
2936517,180 dollars,"Brooklyn, Gowanus",Molly,June 23 2019,Boerum Hill 2BR Garden Apartment,Entire home/apt
2939670,53 dollars,"Queens, Woodhaven",Yolanda,January 03 2019,"Bright Room Near JFK ,LGA &  Train with AC",Private room
2940163,100 dollars,"Manhattan, Harlem",Michael,June 08 2019,Sunny 1BR near Central Park close to Columbia U.,Private room
2942129,40 dollars,"Queens, Woodhaven",Yolanda,June 09 2019,"Bright Large  Room near JFK, LGA & Train 2 beds",PRIVATE ROOM
2942732,60 dollars,"Manhattan, Washington Heights",Sanjna,June 15 2019,"Large 1 bdrm, River views!",Entire home/apt
2947668,35 dollars,"Queens, Maspeth",Petya,June 28 2019,Location  Queen Elena,private room
2949128,250 dollars,"Manhattan, Hell's Kitchen",Marjorie,June 21 2019,FAB APT & LOCALE in HELLS KCHN PRIVATE SAFE COMFY!,ENTIRE HOME/APT
2956443,255 dollars,"Queens, Richmond Hill",Anna,June 24 2019,Large 2 Floor Apt 2 Bdrm Sleeps 8,entire home/apt
2958412,290 dollars,"Manhattan, Harlem",Bah.,July 01 2019,A beautiful modern 3 bedroom apt,Entire home/apt
2959036,115 dollars,"Manhattan, Washington Heights",Ellie,April 22 2019,Sunny Manhattan Studio,Entire home/apt
2965008,299 dollars,"Brooklyn, Gowanus",Jeffrey,April 24 2019,Family Friendly Brooklyn House,ENTIRE HOME/APT
2968070,120 dollars,"Manhattan, Hell's Kitchen",Claude,July 05 2019,Near Times Square and Hell's Kitchen,Private room
2969489,74 dollars,"Brooklyn, Williamsburg",Mariano,May 25 2019,"Great Room, Bedford L Train!! (10min to Manhattan)",Private room
2969803,68 dollars,"Manhattan, Hell's Kitchen",Brent,May 23 2019,King Bed or Two Singles - You're choice!,PRIVATE ROOM
2969919,235 dollars,"Manhattan, Chelsea",Allie,July 01 2019,Spacious Junior 1BR Apt in USQ/Flatiron,Private room
2976758,155 dollars,"Manhattan, East Village",Frederico,May 20 2019,Prime location in the east village,ENTIRE HOME/APT
2977232,95 dollars,"Manhattan, East Harlem",Alesandra,June 17 2019,"Priv Room in Artists UES Apt, Central Park & Train",PRIVATE ROOM
2978421,125 dollars,"Manhattan, Chinatown",Nico,May 31 2019,Hip Chinatown Apt in Great Location,ENTIRE HOME/APT
2979714,80 dollars,"Manhattan, Harlem",Grace Brigitte,June 14 2019,Cozy Private RM Near Central Park N,PRIVATE ROOM
2985678,135 dollars,"Brooklyn, Sunset Park",Karen And Ben,May 27 2019,2BR on Express 2 stops to Manhattan,Entire home/apt
2994478,110 dollars,"Manhattan, Upper West Side",Lane,May 16 2019,☆ Central Park - Home Away From Home,private room
2994659,43 dollars,"Brooklyn, Bensonhurst",Sergey & Kate,June 27 2019,Private cozy room,Private room
2995000,140 dollars,"Brooklyn, Bedford-Stuyvesant",David,July 07 2019,Bright Brooklyn garden apartment!,Entire home/apt
2995701,135 dollars,"Brooklyn, Bedford-Stuyvesant",Josandra,June 25 2019,Sun filled 2BR in BedStuy Townhouse,Entire home/apt
2997377,39 dollars,"Manhattan, Washington Heights",Gen,May 11 2019,"Cosy HUS Room, furnished & all utilities included!",private room
3003127,66 dollars,"Brooklyn, Crown Heights",Ruby,June 30 2019,Private Room with Full Amenities,Private room
3004348,100 dollars,"Brooklyn, Bedford-Stuyvesant",Christy,June 24 2019,Modern Stay in Brownstone Brooklyn,entire home/apt
3004563,50 dollars,"Brooklyn, Prospect-Lefferts Gardens",Emma,June 08 2019,The spot,private room
3010577,115 dollars,"Brooklyn, East Flatbush",Kendall,July 01 2019,Old World Garden Apartment,Entire home/apt
3010664,350 dollars,"Brooklyn, Prospect Heights",Amir,April 28 2019,"Giant 3 story family house,  15 min to Manhattan",Entire home/apt
3012871,165 dollars,"Brooklyn, Williamsburg",Neomi,April 21 2019,Williamsburg Luxury Apton Bedford,Entire home/apt
3013668,175 dollars,"Brooklyn, Bushwick",Arnan & Zahira,June 17 2019,Gorgeous Apt in Bushwick Brooklyn,Entire home/apt
3037740,175 dollars,"Staten Island, St. George",Oswaldo,June 20 2019,Beautiful turn-of-the-century home,Entire home/apt
3038797,129 dollars,"Brooklyn, Greenpoint",Vida,June 06 2019,2 Queen beds Studio Loft in Brooklyn,entire home/apt
3039110,50 dollars,"Bronx, Concourse Village",Genae,June 02 2019,The proud New Yorker Room,private room
3039888,80 dollars,"Brooklyn, Sunset Park",William,May 21 2019,Very unique - half block from Industry City,Shared room
3041785,249 dollars,"Manhattan, East Village",Michelle,June 24 2019,Luxury Space  East Village 3 Bedrm sleeps 7,Entire home/apt
3042553,77 dollars,"Manhattan, Lower East Side",Harper,July 07 2019,Quiet bedroom in East Village NY.,Private room
3043467,70 dollars,"Brooklyn, Brooklyn Heights",Deedles,July 02 2019,Room in Duplex Apartment,Private room
3052726,300 dollars,"Manhattan, Upper West Side",Brian,May 06 2019,Great apt in awesome area,Entire home/apt
3058087,40 dollars,"Manhattan, Washington Heights",Gen,June 16 2019,Fully Furnished Luk Room including Air Conditiner!,PRIVATE ROOM
3059273,115 dollars,"Manhattan, Nolita",SoSo,July 07 2019,1 bedroom  in  Nolita/Soho,Private room
3060297,93 dollars,"Manhattan, Chelsea",Michael,May 15 2019,Great Chelsea block near Highline & Subways,ENTIRE HOME/APT
3061995,70 dollars,"Queens, Long Island City",Kara Ayn,June 23 2019,Explore NYC - 1 Stop to Manhattan!,Private room
3067062,100 dollars,"Brooklyn, Williamsburg",Kells,July 04 2019,Musician's Private Room,Private room
3067093,200 dollars,"Manhattan, East Village",Jennifer,June 09 2019,Stylish East Village Studio near Union Sq,Entire home/apt
3067244,99 dollars,"Brooklyn, Prospect-Lefferts Gardens",Emilia,May 06 2019,Bright Prospect Park Charmer,Entire home/apt
3068145,103 dollars,"Manhattan, Upper East Side",AFI Apartments,February 26 2019,Cozy & Modern Studio | Central Park,entire home/apt
3079567,320 dollars,"Manhattan, Nolita",Einar,June 30 2019,Nolita / Soho  A cozy 2 bedroom apartment.,entire home/apt
3081771,99 dollars,"Brooklyn, Crown Heights",Joycelyn,July 01 2019,Luxurious Brooklyn Getaway!,Entire home/apt
3083197,950 dollars,"Manhattan, East Village",Alex,June 10 2019,Spectacular East Village Townhouse with 3 patios,Entire home/apt
3090474,100 dollars,"Manhattan, Hell's Kitchen",Samira,June 13 2019,Times Square Unique Studio,Private room
3090922,75 dollars,"Brooklyn, Williamsburg",Mac,June 16 2019,"Private Rm in Cozy Wburg Loft, 1 blk fr Bedford L",Private room
3093240,75 dollars,"Brooklyn, Crown Heights",Michelle,June 19 2019,Lovely Guestroom in Brownstone,Private room
3093469,93 dollars,"Brooklyn, Clinton Hill",Crystal & Clee,May 01 2019,Amazing Private Room in Brooklyn - Fort Greene,Private room
3093616,140 dollars,"Brooklyn, Bedford-Stuyvesant",Marcus,June 29 2019,Quite 2 bedroom apt. in Brooklyn,Entire home/apt
3100156,120 dollars,"Manhattan, Upper East Side",Susana,June 18 2019,Your own studio apt in Upper East,Entire home/apt
3101140,126 dollars,"Brooklyn, Greenpoint",Etan,May 11 2019,Large Sunny Room with Huge patio in Wburg,PRIVATE ROOM
3114929,150 dollars,"Manhattan, Harlem",Nicholas,May 19 2019,Modern Stylish and Legendary.,private room
3122636,250 dollars,"Manhattan, Upper East Side",Alon & Adi,April 26 2019,"East Village - Family friendly, specious and quiet",Entire home/apt
3122731,162 dollars,"Brooklyn, South Slope",Zoe,June 28 2019,Park Slope 2 bedroom - Amazing Access to All!!!,Entire home/apt
3129731,147 dollars,"Manhattan, Upper East Side",Hans,April 21 2019,Dbl Room with Terrace and View!,Private room
3131756,149 dollars,"Brooklyn, Bedford-Stuyvesant",Dean,June 30 2019,Beautiful 3 Bedroom apt in Bed-Stuy,Entire home/apt
3133055,160 dollars,"Brooklyn, Flatbush",Gil,July 01 2019,Relax in an oasis of quiet in a beautiful house!,Private room
3137906,64 dollars,"Brooklyn, Williamsburg",Natalie,June 10 2019,Lovely room in Williamsburg,Private room
3139489,33 dollars,"Brooklyn, Bushwick",Victor,June 21 2019,"Nice Cozy Room in BROOKLYN, NYC, NY, Bushwick",Private room
3139918,150 dollars,"Brooklyn, Boerum Hill",Sara,June 17 2019,Bright Quiet 1BD in the Heart of BK,Entire home/apt
3143596,145 dollars,"Brooklyn, Bedford-Stuyvesant",Tenisha & Marty,May 15 2019,Open Loft in Historic Townhome - Near Metro & Food,Entire home/apt
3144135,185 dollars,"Brooklyn, Bedford-Stuyvesant",Rick,March 29 2019,Cozy Garden View Apartment!  Perfect for Families!,Entire home/apt
3153140,195 dollars,"Staten Island, St. George",Lynn,June 14 2019,Four-Bedroom Victorian Near Ferry,Entire home/apt
3153603,67 dollars,"Brooklyn, Bushwick",Quinn,May 23 2019,Private 1 bd Apt 1 blk off the J,Entire home/apt
3161739,125 dollars,"Brooklyn, Bedford-Stuyvesant",Anna,May 15 2019,Up among the trees in Bed Stuy,ENTIRE HOME/APT
3166540,270 dollars,"Brooklyn, Park Slope",Mark,January 01 2019,"Brownstone Duplex with Garden,Deck & 8' pool table",ENTIRE HOME/APT
3167768,275 dollars,"Brooklyn, Prospect Heights",Natasha,July 05 2019,Family-friendly 3-bedroom condo,ENTIRE HOME/APT
3171880,165 dollars,"Brooklyn, Fort Greene",Benjamin,April 21 2019,Light Filled Loft Studio in Fort Greene,Entire home/apt
3172212,85 dollars,"Brooklyn, South Slope",Tanda,June 10 2019,Spacious room in artist Loft,Private room
3172778,170 dollars,"Brooklyn, Williamsburg",Daphna,June 30 2019,PRIME WILLIAMSBURG FAMILY ART LOFT,Entire home/apt
3173148,70 dollars,"Brooklyn, Williamsburg",Justin,April 30 2019,BEAUTIFUL Williamsburg Palace!,Private room
3175088,275 dollars,"Manhattan, Chelsea",S Anthony,June 16 2019,SPACIOUS  ARTIST LOFT IN CHELSA,Entire home/apt
3176526,120 dollars,"Brooklyn, Crown Heights",Sil,June 17 2019,Great room with private bathroom!!,Private room
3176874,119 dollars,"Queens, Astoria",Vlado & Sandra,June 21 2019,New 2 Bed.apt. 10 min to NYC! one block from train,Entire home/apt
3177702,155 dollars,"Brooklyn, Bedford-Stuyvesant",Velma,May 27 2019,Brooklyn Flat in Historic Row House,Entire home/apt
3185829,95 dollars,"Bronx, Williamsbridge",Carol,June 10 2019,2BR Private Apt Guest Homestay,entire home/apt
3186103,450 dollars,"Brooklyn, Park Slope",Ryan,April 22 2019,Park Slope 3 BR Duplex with Garden,Entire home/apt
3187925,215 dollars,"Brooklyn, Fort Greene",Stanley,May 25 2019,Brownstone Luxury Apartment Facing Ft.Greene Park,Entire home/apt
3191678,75 dollars,"Bronx, Fieldston",Yan,May 11 2019,Private Room in Riverdale NY,private room
3198018,300 dollars,"Brooklyn, Park Slope",Birgitta,June 16 2019,Park slope 2BR duplex with garden,Entire home/apt
3198365,175 dollars,"Manhattan, Harlem",Gina,June 29 2019,Cozy Studio Close to Central Park,Entire home/apt
3200522,120 dollars,"Brooklyn, Crown Heights",Thomas & Gaby,June 19 2019,Brooklyn 3BR Near Subways,Entire home/apt
3201696,345 dollars,"Manhattan, Harlem",Larry,July 05 2019,Cozy 5 Bdrm in Historic Harlem NY,Entire home/apt
3202590,225 dollars,"Brooklyn, Crown Heights",Althea,May 18 2019,The Lincoln,Entire home/apt
3206224,110 dollars,"Brooklyn, Bushwick",Shae,June 15 2019,Improved Response Rate@ The Valley,Entire home/apt
3207986,99 dollars,"Brooklyn, Boerum Hill",Lisa,May 31 2019,"Modern loft in Cobble Hill, BK",Private room
3208747,120 dollars,"Manhattan, Upper West Side",Michelle,June 21 2019,Cute UWS Studio Near Central Park Clean & Quiet,entire home/apt
3208904,89 dollars,"Manhattan, Lower East Side",Jackie,July 07 2019,Chic Designer’s Room & 2 Beds in Manhattan LES,Private room
3209980,85 dollars,"Manhattan, East Village",Tal,July 05 2019,Private room in 2B East Village!,private room
3212765,125 dollars,"Manhattan, Midtown",Anthony,July 01 2019,A single room  that converts  with bathroom,private room
3215660,45 dollars,"Manhattan, East Harlem",Heather,June 23 2019,Comfortable sofa bed in Manhattan,SHARED ROOM
3216335,330 dollars,"Brooklyn, Park Slope",Julie,June 12 2019,Quiet Park Slope Apartment - August  specials!,Entire home/apt
3218526,165 dollars,"Brooklyn, Flatbush",Samantha And Scott,July 06 2019,Sunny Suite in Historic Brooklyn,ENTIRE HOME/APT
3220178,55 dollars,"Brooklyn, Prospect-Lefferts Gardens",Dov,June 22 2019,Artist's home near park and trains,Private room
3224913,55 dollars,"Brooklyn, Bushwick",Shae,June 23 2019,Private Nook in Bushwick Improved Response Rate,Entire home/apt
3230053,111 dollars,"Brooklyn, Greenpoint",May,February 24 2019,Modern 1BR apt in Greenpoint/Williamsburg Brooklyn,entire home/apt
3235070,150 dollars,"Manhattan, Harlem",Norva,June 16 2019,"Peaceful, beautiful home away",Entire home/apt
3236385,88 dollars,"Brooklyn, Sunset Park",Brooke,January 07 2019,Cute and Cozy Two Bedroom in Sunset Park,entire home/apt
3236977,425 dollars,"Brooklyn, Carroll Gardens",Melissa,July 05 2019,Private 3 Floor Whole Hse/Garden,Entire home/apt
3238517,105 dollars,"Brooklyn, Bedford-Stuyvesant",Ava,June 05 2019,Brooklyn Cozy Garden Apt,PRIVATE ROOM
3240838,60 dollars,"Manhattan, Kips Bay",Andrea,April 27 2019,Sunny and cozy room in Midtown,Private room
3241502,89 dollars,"Manhattan, East Harlem",Malik,May 13 2019,Modern Bedroom & Living Room Combination!,PRIVATE ROOM
3241858,200 dollars,"Manhattan, Upper East Side",Chen,June 26 2019,Right in the center of Manhattan,Entire home/apt
3245000,149 dollars,"Brooklyn, Greenpoint",Katy,March 18 2019,Spacious prewar apartment in heart of Greenpoint,entire home/apt
3247291,80 dollars,"Manhattan, Harlem",Soon,July 03 2019,Comfort and Charm in Harlem Brownstone near Subway,PRIVATE ROOM
3248010,125 dollars,"Brooklyn, Park Slope",Rebekah,June 25 2019,Chic Aptmnt close to Barclay Center,ENTIRE HOME/APT
3248671,65 dollars,"Brooklyn, Williamsburg",Anna,June 18 2019,Private Room in Artist's Loft,Private room
3258196,89 dollars,"Brooklyn, Williamsburg",Goran,January 07 2019,"Big sunny room, prime location!",Private room
3258197,16 dollars,"Manhattan, Upper East Side",Jeff,June 30 2019,Large 1br Duplex in Heart of Upper East Side,Entire home/apt
3261569,300 dollars,"Brooklyn, Crown Heights",Dee,May 25 2019,Big Private 4 bedrooms 1 bathroom Near Subway!,entire home/apt
3262238,250 dollars,"Manhattan, Kips Bay",Ramon,June 30 2019,Murray Hill Modern,entire home/apt
3262930,140 dollars,"Manhattan, Upper East Side",Irena,June 24 2019,Cosy room with private bathroom-NYC,Private room
3265407,57 dollars,"Brooklyn, Prospect Heights",Linnea,April 27 2019,Sunny Brooklyn room,Private room
3265409,90 dollars,"Manhattan, Chelsea",Rivani,June 28 2019,Charming Chelsea bedroom,Private room
3268008,200 dollars,"Manhattan, West Village",Matt,July 02 2019,West Village designer studio,ENTIRE HOME/APT
3269281,100 dollars,"Brooklyn, Park Slope",Jon,June 30 2019,Stylish 2BR in heart of Park Slope,Entire home/apt
3270009,68 dollars,"Brooklyn, Bedford-Stuyvesant",Suzy,April 19 2019,Private oasis-charming gingerbread home!❤️❤️❤️❤️❤️,Entire home/apt
3271893,250 dollars,"Brooklyn, Park Slope",Stefano,July 05 2019,Park Slope Town House,Entire home/apt
3272628,80 dollars,"Manhattan, Harlem",Laura,April 07 2019,cozy harlem getaway,Entire home/apt
3276963,166 dollars,"Manhattan, West Village",Celeste,June 24 2019,"Huge, Perfect Location West Village",Entire home/apt
3279671,165 dollars,"Manhattan, Chelsea",Michelle,May 25 2019,Quiet 1BR in Chelsea,ENTIRE HOME/APT
3283028,169 dollars,"Brooklyn, Williamsburg",Danny,June 02 2019,"NICE Williamsburg Brooklyn, 2 Bedrooms off L train",ENTIRE HOME/APT
3283409,139 dollars,"Brooklyn, Bedford-Stuyvesant",Mary & Josh,June 25 2019,Beautiful Brooklyn Brownstone,entire home/apt
3286369,135 dollars,"Brooklyn, East New York",Smidty,July 02 2019,Close to JFK & LGA Feels like home,Private room
3290309,250 dollars,"Manhattan, Nolita",Amanda,May 24 2019,Oasis in the heart of New York,Entire home/apt
3293842,121 dollars,"Brooklyn, Sunset Park",Theresa,April 27 2019,Brooklyn Living with Balcony!,Entire home/apt
3297016,160 dollars,"Brooklyn, Crown Heights",Linda,June 15 2019,Super cute private room +amminities,Entire home/apt
3302463,275 dollars,"Manhattan, Gramercy",Robert,June 22 2019,Luxurious Brownstone Parlour,Entire home/apt
3302921,189 dollars,"Manhattan, East Village",Carrie,June 23 2019,Cozy quiet East Village room/en suite bathroom,Entire home/apt
3303165,99 dollars,"Brooklyn, Cypress Hills",Louisa,June 26 2019,Ocean Hill Oasis,Entire home/apt
3303301,200 dollars,"Brooklyn, Bedford-Stuyvesant",Anne,June 29 2019,Superhost! Modern Private APT/15min Manhattan,ENTIRE HOME/APT
3303382,145 dollars,"Manhattan, Harlem",Delphine And Michael,June 29 2019,Hamilton Heights - Private Guest Suite,Entire home/apt
3304307,100 dollars,"Manhattan, East Harlem",Natasha,June 01 2019,Lovely Shiny Private Room in NYC,Private room
3309982,220 dollars,"Brooklyn, Crown Heights",Simone,January 01 2019,3 Bedroom Brownstone in Historic Crown Heights.,Entire home/apt
3311821,100 dollars,"Brooklyn, Williamsburg",Pam,May 26 2019,Williamsburg COZY SUNNY next2train!,PRIVATE ROOM
3311830,59 dollars,"Queens, Ridgewood",Christopher,June 16 2019,Beautiful Clean & Quiet Room! Rm#1,PRIVATE ROOM
3312276,75 dollars,"Bronx, Mott Haven",Desmar,June 09 2019,"Cozy studio/kitchen, bathroom",ENTIRE HOME/APT
3312417,78 dollars,"Brooklyn, Bedford-Stuyvesant",Jessica,June 30 2019,Cozy bedroom in Brooklyn!,PRIVATE ROOM
3318859,69 dollars,"Brooklyn, Greenpoint",Aaron,February 12 2019,Studio w/ Private Entry in Greenpoint Brooklyn,Private room
3323189,785 dollars,"Manhattan, Chinatown",Dave,June 30 2019,2000 sq ft Photographers loft,ENTIRE HOME/APT
3324203,99 dollars,"Queens, Middle Village",Dorina,July 05 2019,Spacious Studio in my new smart house,Entire home/apt
3325617,105 dollars,"Queens, Woodside",Shawn & Christine,June 18 2019,LEGAL studio in Queens,Entire home/apt
3328706,90 dollars,"Manhattan, Upper West Side",Fernando,June 23 2019,Central Park West. Queen Size Room,Private room
3334361,92 dollars,"Brooklyn, Prospect-Lefferts Gardens",Louis,July 06 2019,Seven Days Sleep Near Prospect Park,entire home/apt
3339273,93 dollars,"Manhattan, Chelsea",Michael,February 18 2019,Quiet & Close to All + Washer/Dryer in Chelsea,entire home/apt
3339399,300 dollars,"Manhattan, West Village",Host,May 20 2019,west village 1BR!best value!,Entire home/apt
3344177,200 dollars,"Brooklyn, South Slope",Richard,June 28 2019,Park Slope Haven,ENTIRE HOME/APT
3344237,125 dollars,"Manhattan, Midtown",Alejandro,June 27 2019,Stay in the heart of the East side!,PRIVATE ROOM
3344815,46 dollars,"Brooklyn, Bushwick",Karen,January 02 2019,Good Living in Brooklyn! Double Bed,Private room
3349699,150 dollars,"Brooklyn, Williamsburg",Susanna,April 26 2019,Spacious apartment with garden,Entire home/apt
3351584,80 dollars,"Manhattan, Washington Heights",Lauren,May 25 2019,Amazing Oasis in NYC!,private room
3354459,200 dollars,"Brooklyn, South Slope",Johanna,April 27 2019,Family home near Prospect Park,Entire home/apt
3359510,129 dollars,"Brooklyn, Greenpoint",Vida,June 30 2019,Gorgeous Loft w/ 2 queen beds & full kitchen!,entire home/apt
3363462,185 dollars,"Manhattan, Upper East Side",Tanya,May 20 2019,Gorgeous Studio Apt Upper East Side,Entire home/apt
3368441,316 dollars,"Brooklyn, Fort Greene",Kathrine,June 23 2019,Modern rowhouse in prime Ft Greene,ENTIRE HOME/APT
3369100,175 dollars,"Brooklyn, Park Slope",Michael,June 26 2019,Park Slope Studio Apartment,ENTIRE HOME/APT
3372399,175 dollars,"Brooklyn, Bedford-Stuyvesant",Peter,January 01 2019,Lisa's Townhouse - Luxury & Style,Entire home/apt
3373030,150 dollars,"Manhattan, Lower East Side",Ben,June 25 2019,"Cute,Cozy Lower East Side 1bdrm",Entire home/apt
3375448,225 dollars,"Brooklyn, Williamsburg",Hannah,June 23 2019,Williamsburg Garden Apartment,Entire home/apt
3376999,200 dollars,"Brooklyn, Crown Heights",Julia,June 24 2019,Fabulous Family Getaway,Entire home/apt
3379914,89 dollars,"Queens, Ridgewood",Suzy,March 18 2019,Spacious & Cozy NYC Apartment in Brooklyn/Queens,Entire home/apt
3383382,165 dollars,"Manhattan, Kips Bay",David,May 27 2019,Modern 1 BR + terrace in Gramercy,entire home/apt
3386226,285 dollars,"Brooklyn, Williamsburg",Paulina,June 23 2019,"Lovely 2 Floor Home, Gem in Heart of Williamsburg!",entire home/apt
3386923,70 dollars,"Brooklyn, Crown Heights",Arika,June 08 2019,"cozy room, close to trains, explore brooklyn!",Private room
3394044,69 dollars,"Manhattan, Washington Heights",Ivan,May 04 2019,Panoramic view of Upper Manhattan!,Private room
3394517,69 dollars,"Manhattan, East Harlem",Mario,June 29 2019,A cozy room in a 3 bedroom apt,private room
3394768,54 dollars,"Manhattan, Harlem",Ivan,April 29 2019,Your NYC haven at Upper Manhattan!,Private room
3394964,50 dollars,"Manhattan, Washington Heights",Ivan,June 27 2019,Your Manhattan haven: dressed in red,PRIVATE ROOM
3395099,51 dollars,"Manhattan, Washington Heights",Ivan,June 15 2019,An Upper-Manhattan room of your own!,Private room
3400359,49 dollars,"Bronx, Allerton",Pat,June 29 2019,Awesome Deal NYC,PRIVATE ROOM
3401271,135 dollars,"Manhattan, East Harlem",Amy,July 01 2019,Suite Lounge,Entire home/apt
3403034,95 dollars,"Manhattan, Harlem",Judette,April 30 2019,Modern Manhattan Living Suite 2A,Entire home/apt
3404472,55 dollars,"Brooklyn, Bushwick",Kip,June 30 2019,Charming Boutique Room in Bushwick,PRIVATE ROOM
3404668,47 dollars,"Brooklyn, Brownsville",Carl,June 10 2019,"Comfy room, minutes from metro for up to 3 people!",Private room
3404873,39 dollars,"Manhattan, Washington Heights",Mordechai,June 12 2019,Spot in the Heights!,Private room
3408897,349 dollars,"Manhattan, Chelsea",Craig,May 04 2019,Gorgeous 2 Bedroom Loft in the Heart of Chelsea,Entire home/apt
3410516,250 dollars,"Brooklyn, Williamsburg",Sabine,April 26 2019,Luxurious Living in Williamsburg/Brooklyn,Entire home/apt
3411006,290 dollars,"Manhattan, East Village",Dee,June 14 2019,"COOL, ARTSY & CENTRAL APARTMENT",Entire home/apt
3411815,85 dollars,"Brooklyn, Vinegar Hill",Allie,May 31 2019,"Lovely, Sunny Bedroom in Huge DUMBO Apartment",private room
3412633,146 dollars,"Manhattan, Lower East Side",Stina,June 04 2019,Sunny top floor loft with skylight in downtown NY,Entire home/apt
3414607,150 dollars,"Brooklyn, Prospect Heights",Marta,July 06 2019,Sweet 2 bed in Elevator Building,entire home/apt
3414885,240 dollars,"Brooklyn, Williamsburg",Blake,June 28 2019,Artsy Modern Hideout | Two bedrooms with backyard!,entire home/apt
3415102,500 dollars,"Brooklyn, Williamsburg",Randall,May 05 2019,3 bedroom loft in Williamsburg,Entire home/apt
3415455,48 dollars,"Queens, Sunnyside",Steve,June 28 2019,Bright & Spacious 15 mins to Midtown Manhattan,Private room
