listing_id,price,nbhood_full,host_name,last_review,description,room_type
31136603,150 dollars,"Manhattan, Hell's Kitchen",Sean,May 07 2019,"Bright, Luxury Executive Studio",entire home/apt
31140017,80 dollars,"Brooklyn, Crown Heights",Eric,July 04 2019,Historic District Brownstone 35 min from Midtown,private room
31141189,70 dollars,"Queens, Forest Hills",Brandon,June 23 2019,Watson‚Äôs Loft,Private room
31142239,300 dollars,"Brooklyn, East Flatbush",Winston,April 14 2019,Brooklyn Retreat,Entire home/apt
31142743,39 dollars,"Brooklyn, Bushwick",Emily,May 04 2019,Purple Palace,PRIVATE ROOM
31143144,70 dollars,"Manhattan, Washington Heights",Mayra,July 05 2019,Nice Private Room w/ 2 Beds,Private room
31143377,300 dollars,"Manhattan, Battery Park City",Mina,May 17 2019,Luxury Apartment with Statue of Liberty view,Entire home/apt
31143457,250 dollars,"Manhattan, Midtown",Emma,June 10 2019,Empire State Building Views in Luxury 1 Bedroom,ENTIRE HOME/APT
31144302,199 dollars,"Manhattan, Lower East Side",Katie,July 06 2019,Beautiful Modern Lower East Side Apartment!,Entire home/apt
31144445,25 dollars,"Brooklyn, Bensonhurst",Jaime,April 13 2019,Room in Bensonhurst,Private room
31144697,350 dollars,"Manhattan, Midtown",Tanya,June 22 2019,Midtown East 2 bedroom apartment,Entire home/apt
31144865,60 dollars,"Bronx, Mott Haven",Tylor,July 02 2019,Cozy private bedroom close to train and Manhattan,private room
31145076,125 dollars,"Brooklyn, East Flatbush",Tim,July 07 2019,Modern comforts,Entire home/apt
31145329,81 dollars,"Brooklyn, Brownsville",Mo,June 01 2019,APT-2:Room 1,Private room
31145654,35 dollars,"Manhattan, Lower East Side",Max,February 15 2019,Shared male Room on Manhattan! Amazing view! II,Shared room
31146186,75 dollars,"Queens, Astoria",Yasha,April 11 2019,Large bedroom with a private terrace in Astoria,private room
31147386,52 dollars,"Brooklyn, Windsor Terrace",Ewa,March 31 2019,Spacious Studio near Prospect Park,Entire home/apt
31147410,40 dollars,"Queens, Rosedale",Yemi,March 11 2019,Private and cozy room,private room
31147583,215 dollars,"Manhattan, Upper East Side",Milena,March 16 2019,Best Apartment in Manhattan Central Park,ENTIRE HOME/APT
31148404,110 dollars,"Manhattan, Financial District",Chris,May 15 2019,"Luxury Doorman Apartment - POOL, GYM, LOUNGE +++",Entire home/apt
31148486,75 dollars,"Queens, Ridgewood",Eddy,February 01 2019,One bedroom apartment,entire home/apt
31149078,30 dollars,"Brooklyn, Brighton Beach",Mikosya,June 23 2019,Sharing room for FEMALE #2,SHARED ROOM
31149094,1000 dollars,"Manhattan, Tribeca",Jon,June 14 2019,Tribeca Loft,Entire home/apt
31149641,99 dollars,"Manhattan, Upper West Side",Lugao,May 12 2019,Charming Private Room Near Central Park,Private room
31151589,30 dollars,"Brooklyn, Crown Heights",Monica,January 31 2019,Private room in beautiful Brownstone building,Private room
31151736,190 dollars,"Manhattan, Chelsea",Matthew,March 04 2019,The perfect NYC flat in the Meatpacking / Chelsea,Entire home/apt
31152858,110 dollars,"Manhattan, Morningside Heights",Maria,January 29 2019,Cozy bedroom next to Columbia University,Private room
31153254,250 dollars,"Manhattan, Midtown",Ana,June 23 2019,TOURISTS DREAM - Room steps from Grand Central,PRIVATE ROOM
31162245,48 dollars,"Brooklyn, East Flatbush",Nick & D.,April 22 2019,Beautiful Brooklyn Apartment: The Red Room,Private room
31164918,48 dollars,"Brooklyn, Williamsburg",Ita,April 30 2019,Bright and cozy bedroom in Williamsburg,Private room
31164968,90 dollars,"Brooklyn, Bushwick",Daniela,April 06 2019,Room in Perfect Bushwick Location,Private room
31166982,60 dollars,"Brooklyn, Bushwick",Niccolo,January 20 2019,cozy massive room for January,Private room
31167183,97 dollars,"Brooklyn, Bedford-Stuyvesant",Kamaran,June 27 2019,Luxury private whole apartment 6 people Bushwick!!,Entire home/apt
31167434,99 dollars,"Manhattan, Hell's Kitchen",John,May 31 2019,Sunny bedroom pvt entrance close to Times Sq. 62F,private room
31168240,48 dollars,"Brooklyn, East Flatbush",Nick & D.,June 08 2019,Beautiful Brooklyn Apartment: The Quaint Room,PRIVATE ROOM
31168577,48 dollars,"Brooklyn, East Flatbush",Nick & D.,June 08 2019,Beautiful Brooklyn Apartment: The Cozy Room,PRIVATE ROOM
31168852,156 dollars,"Brooklyn, East Flatbush",Nick & D.,June 24 2019,Beautiful Brooklyn Apartment,Entire home/apt
31169716,98 dollars,"Queens, Astoria",Daniel,February 17 2019,Astoria Apt quick trip to Manhattan and LGA,Private room
31169765,99 dollars,"Brooklyn, Windsor Terrace",Ursula,July 07 2019,Little Belaire,Entire home/apt
31170814,175 dollars,"Bronx, City Island",Julie,June 23 2019,"Tranquil, Cozy, Comfy Cottage.",Entire home/apt
31171380,38 dollars,"Brooklyn, Bushwick",Jannices,April 23 2019,Clean Affordable  Room #4,private room
31172260,35 dollars,"Manhattan, Upper East Side",Mohammed,May 30 2019,Relaxing and convenient shared room in UES,Shared room
31172584,180 dollars,"Brooklyn, Williamsburg",D,February 18 2019,Williamsburg  Duplex Loft of Lorimer L,Entire home/apt
31173428,200 dollars,"Manhattan, Hell's Kitchen",Jules,June 24 2019,Cozy ‚ú®LARGE BED‚ú® In the heart of NYC!,Entire home/apt
31173740,195 dollars,"Brooklyn, Bedford-Stuyvesant",Déon,July 01 2019,Marion Manor,Entire home/apt
31174332,50 dollars,"Manhattan, Upper East Side",A. Nicholas,July 01 2019,"Single Room in Upper East Side, near Central Park",Private room
31174610,60 dollars,"Queens, Woodside",Kazuya,March 19 2019,Brilliant BR w/ Private Bath near LGA & Manhattan,private room
31174636,45 dollars,"Queens, Rego Park",Roxanna,June 19 2019,Cozy bedroom with balcony. 25min TimeSquare,Private room
31174994,55 dollars,"Queens, Rego Park",Roxanna,June 15 2019,"Private comfortable bedroom,  25min to TimeSquare",Private room
31175570,90 dollars,"Brooklyn, Bedford-Stuyvesant",Ferris,June 15 2019,Charming garden level apt in Brooklyn Townhouse,entire home/apt
31175623,47 dollars,"Manhattan, Harlem",Kazuya,April 27 2019,Spacious Room Close to Subway & Central Park,private room
31176143,65 dollars,"Queens, Elmhurst",KImberly,January 02 2019,Beautiful shared apartment,Shared room
31176662,250 dollars,"Manhattan, East Village",Rachel,May 27 2019,Modern East Village Oasis,Entire home/apt
31177757,42 dollars,"Queens, Springfield Gardens",Modupe,July 06 2019,Bright and Cozy,Private room
31177794,36 dollars,"Brooklyn, Sunset Park",Millind,February 11 2019,"Spacious, cozy Private room 10 min from Manhattan",Private room
31178012,42 dollars,"Queens, St. Albans",Modupe,June 24 2019,Cozy JFK,PRIVATE ROOM
31178588,100 dollars,"Manhattan, Washington Heights",Carlos,June 02 2019,Very Clean and Very Large,private room
31178681,89 dollars,"Queens, Woodhaven",Viviana,April 28 2019,"HOTEL ROOM LIKE ‚ÄúT‚Äù
AFFORDABLE PRICE",PRIVATE ROOM
31179136,45 dollars,"Queens, Rego Park",Roxanna,February 06 2019,Comfy Private bedroom with balcony.25mnTimeSquare,private room
31181911,20 dollars,"Brooklyn, Bedford-Stuyvesant",Alan,May 08 2019,Brooklyn apt 10 minutes to Manhattan by subway,Private room
31183757,70 dollars,"Manhattan, Harlem",Marcia,March 29 2019,Blue Studio in Hamilton Heights,Private room
31185117,478 dollars,"Manhattan, East Village",Jenny,June 17 2019,DUPLEX BIG BIG APARTMENT IN BEAUTIFUL NOHO,Entire home/apt
31188274,400 dollars,"Queens, Elmhurst",Jason,June 30 2019,Luxury apartment in queens,Entire home/apt
31188378,209 dollars,"Manhattan, Hell's Kitchen",Hudson River Hotel,May 31 2019,NY HUDSON YARD DOUBLE ROOM,Private room
31189073,30 dollars,"Manhattan, Upper East Side",Mohammed,June 13 2019,Quite and comfortable shared room in UES,SHARED ROOM
31189979,205 dollars,"Brooklyn, Park Slope",Thatcher,June 22 2019,Park Slope Brownstone Garden Apartment,ENTIRE HOME/APT
31190191,85 dollars,"Brooklyn, Windsor Terrace",Lynda,June 23 2019,"Hey, It's Brooklyn, JUST BE YOU.",private room
31190326,365 dollars,"Manhattan, Hell's Kitchen",Zhaoxi,June 25 2019,"Very Clean, Cozy 2 Bedrooms near Central Park",entire home/apt
31191366,65 dollars,"Brooklyn, Williamsburg",D,July 07 2019,Prime Williamsburg Duplex Loft Off Lorimer L,PRIVATE ROOM
31191752,60 dollars,"Brooklyn, Bedford-Stuyvesant",Tyler,July 06 2019,Large and centrally located Brooklyn room w/ Roof!,Private room
31193385,120 dollars,"Brooklyn, Prospect-Lefferts Gardens",Melanie,July 05 2019,Haven for your Brooklyn Family/Friends Vacation!,Entire home/apt
31193461,80 dollars,"Manhattan, Harlem",Marcia,June 27 2019,New York Private Room with a View,Private room
31193843,69 dollars,"Staten Island, Tompkinsville",Farah,July 07 2019,Spacious 2 Bedrooms,Private room
31194144,20 dollars,"Brooklyn, Bedford-Stuyvesant",Alan,July 01 2019,Brooklyn apt 10 mins to Manhattan by subway,Private room
31194321,60 dollars,"Brooklyn, Bushwick",Chloe,January 26 2019,Private bedroom with back yard,Entire home/apt
31201553,200 dollars,"Brooklyn, Williamsburg",Richard,January 27 2019,Brooklyn bedroom and open basement,Private room
31201605,115 dollars,"Manhattan, East Village",Dana,June 18 2019,Curated East Village Apt,Private room
31201624,45 dollars,"Brooklyn, Flatbush",Tatiana,January 21 2019,Brooklyn Bedroom (Flatbush-Ditmas) II,Private room
31201815,100 dollars,"Bronx, Melrose",Soft,June 03 2019,Cozy Loft Bedroom With lil Couch Underneath. =],Private room
31201905,72 dollars,"Queens, South Ozone Park",Samuel,June 22 2019,"Sam and Mala""s Place",Entire home/apt
31203322,75 dollars,"Brooklyn, Flatbush",Mitchell,February 23 2019,"1 BR. Across from subway. 30m to city, 5m to park.",entire home/apt
31203481,40 dollars,"Brooklyn, Prospect-Lefferts Gardens",Pamela,June 20 2019,Private room with TV and your own bath in NYC!,Private room
31203696,79 dollars,"Brooklyn, Bushwick",Annie,June 25 2019,"1 bedroom / 1 bathroom in Bushwick, Brooklyn",Private room
31204536,130 dollars,"Brooklyn, Crown Heights",Reuven,June 22 2019,Private guest suite on magnificent Brooklyn block,Entire home/apt
31205829,40 dollars,"Brooklyn, Bushwick",Lisa,June 25 2019,Bedroom in Bushwick!,PRIVATE ROOM
31205946,45 dollars,"Brooklyn, Bushwick",Xavier,June 16 2019,"Large, Bright Sunny Room in Bushwick near L train",Private room
31206275,42 dollars,"Bronx, Morris Heights",Rebeca,July 02 2019,Patty‚Äôs Home,Entire home/apt
31206409,100 dollars,"Manhattan, Roosevelt Island",Eva,July 01 2019,Spacious 1-bedroom Apartment in Manhattan,entire home/apt
31206698,99 dollars,"Brooklyn, Bay Ridge",Heather,June 23 2019,Bay Ridge House near park and water,Entire home/apt
31207065,33 dollars,"Queens, Sunnyside",Grace,June 16 2019,Nice Room in Sunnyside (15 min to Times Square),private room
31207719,90 dollars,"Brooklyn, Bushwick",Hayon,June 23 2019,Sunny and cozy bedroom with a private bathroom,Private room
31208021,35 dollars,"Brooklyn, Bedford-Stuyvesant",Anchor,June 24 2019,Next to subway station: Bunkbed accommodations,Shared room
31208062,150 dollars,"Brooklyn, Bedford-Stuyvesant",Tzivya,June 19 2019,cozy bright apartment in high end building,Entire home/apt
31208865,70 dollars,"Brooklyn, Prospect-Lefferts Gardens",Mariel,June 30 2019,Big studio across the street from Prospect Park,Entire home/apt
31209400,130 dollars,"Staten Island, Mariners Harbor",Myrka,June 30 2019,2 bedroom apartment in Staten Island,Entire home/apt
31211375,45 dollars,"Brooklyn, Bushwick",Eleanor And Alex,July 01 2019,Treehouse Brooklyn Loft,private room
31211385,150 dollars,"Queens, Long Island City",Felix,February 13 2019,Long Island City,ENTIRE HOME/APT
31212220,75 dollars,"Bronx, Longwood",Randy,June 23 2019,AMAZING ENTIRE 1 BEDROOM APARTMENT (No hot water),Entire home/apt
31212456,70 dollars,"Queens, Rosedale",Janet,June 28 2019,Homy Abode,Entire home/apt
31214157,110 dollars,"Manhattan, Kips Bay",Lucas,July 01 2019,Cozy private room in Manhattan,private room
31216852,216 dollars,"Manhattan, Chelsea",Poma,June 30 2019,Beautiful Studio in New Chelsea Building,Entire home/apt
31218310,40 dollars,"Staten Island, New Dorp Beach",Jeannie,July 06 2019,"YOUR HM AWAY FROM HM
Medical personnel, Vacation?",Private room
31218768,60 dollars,"Brooklyn, Crown Heights",Craig,February 22 2019,"Comfy bedroom, heart of Crown Heights",Private room
31218952,60 dollars,"Manhattan, Harlem",Sara,June 23 2019,*PRIME MANHATTAN*one block to 5 trains*ROOFDECK!*,Private room
31220603,75 dollars,"Queens, Woodhaven",Sally,July 07 2019,Cozy Woodhaven,Entire home/apt
31220645,187 dollars,"Brooklyn, Clinton Hill",Brian,May 13 2019,Air and Light and Time and Space,Entire home/apt
31220749,39 dollars,"Queens, Ridgewood",Rachel,April 03 2019,"Private bedroom near M train, 22 min to Manhattan!",Private room
31221092,60 dollars,"Manhattan, Harlem",Sergio,January 07 2019,Central Harlem Private Room,Private room
31221208,75 dollars,"Brooklyn, Greenpoint",Lilly,April 07 2019,"Sunny 1 bedroom in Greenpoint, great location!",Entire home/apt
31221559,33 dollars,"Brooklyn, East Flatbush",Jason,July 01 2019,Flatbush Hideaway - Quiet and close to subway!,Entire home/apt
31221589,75 dollars,"Brooklyn, Clinton Hill",Brian,May 28 2019,Elegance and Comfort in Clinton Hill,Private room
31221996,39 dollars,"Brooklyn, Bedford-Stuyvesant",Raphael,February 08 2019,Private bedroom in a Historic Brownstone House,Private room
31223941,187 dollars,"Manhattan, East Village",Andrew,January 17 2019,Neat & Tidy - East Village,entire home/apt
31224624,85 dollars,"Manhattan, East Harlem",Willie,June 04 2019,Rose in Spanish Harlem,Private room
31225319,75 dollars,"Bronx, Eastchester",Vie,April 20 2019,Dominiques unique twin room*NYC-wifi* metro*safe,Private room
31225404,50 dollars,"Queens, Ozone Park",Ameet,May 19 2019,Private Room/Descent Host/close to Subway for Manh,Private room
31225706,150 dollars,"Manhattan, Harlem",Mordechai,June 18 2019,Sugar Hill Retreat (SPECIAL OPENING PRICE!),Entire home/apt
31226770,72 dollars,"Manhattan, Chinatown",Thanh,July 01 2019,Sunny Private Clean Room Downtown - steps2subway,PRIVATE ROOM
31226826,50 dollars,"Queens, Jamaica",Khan,February 07 2019,Cozy Bedroom 6 mins from JFK. 35mins frm the city,Private room
31227033,59 dollars,"Queens, Jamaica",Khan,March 10 2019,Cozy Br. 6 mins from JFK/ 35 mins from the city,Private room
31230933,125 dollars,"Manhattan, Financial District",Lilian,June 28 2019,Easy access to everything in NYC!,Entire home/apt
31231904,100 dollars,"Brooklyn, Bushwick",Sunshine,June 30 2019,Serenity - home away from home,entire home/apt
31233576,100 dollars,"Manhattan, Upper West Side",Line,May 24 2019,Cozy studio close to Central Park,Entire home/apt
31234062,160 dollars,"Manhattan, East Harlem",Mark,July 01 2019,Perfect for 4!,Entire home/apt
31234496,45 dollars,"Brooklyn, Flatbush",Andres,June 30 2019,Cozy space in Brooklyn,Private room
31235019,90 dollars,"Manhattan, West Village",Ethan,May 10 2019,Charming West Village Apt. / Bleecker & Jones,Private room
31235120,39 dollars,"Brooklyn, Bedford-Stuyvesant",Raphael,January 15 2019,Private bedroom in Gorgeous Tonwhouse/Backyard,Private room
31235791,251 dollars,"Brooklyn, Williamsburg",Weston & Gabby,June 26 2019,"Williamsburg 1 Bedroom, Spacious and Classy",Entire home/apt
31236046,67 dollars,"Bronx, Pelham Gardens",Sandra,April 01 2019,The Princess,Entire home/apt
31237303,147 dollars,"Queens, Springfield Gardens",Tina,July 07 2019,Worldclass Casa - Sun Rm - 5 min to JFK,Private room
31237727,115 dollars,"Manhattan, Upper East Side",Lillian,July 05 2019,Luxurious + Chic Upper East Studio,ENTIRE HOME/APT
31238044,130 dollars,"Brooklyn, East Flatbush",Raynita,April 07 2019,Ethelia's BnB,Entire home/apt
31242053,65 dollars,"Queens, Astoria",Christina,June 22 2019,"Private, spacious room near airport, train & city",Private room
31243221,55 dollars,"Queens, Astoria",Christina,July 07 2019,"Private room close to train, airport & the city",Private room
31248288,55 dollars,"Brooklyn, Bedford-Stuyvesant",Yvonne,March 15 2019,Private room in Bedstuy Brooklyn!,Private room
31249784,67 dollars,"Queens, Jamaica",Lakshmee,July 05 2019,Studio Apartment 6 minutes from JFK Airport,Private room
31253484,50 dollars,"Queens, Astoria",Shearyl,July 03 2019,Nice and quiet Room in Apart in Astoria New York,Private room
31253968,35 dollars,"Staten Island, Tompkinsville",Lissette,June 24 2019,Small Room In NY,Private room
31254505,104 dollars,"Manhattan, Hell's Kitchen",Dawn,April 28 2019,Spacious Studio Sublet in Hell's Kitchen,entire home/apt
31255471,99 dollars,"Manhattan, Upper West Side",Inna,June 28 2019,STYLISH 2 BEDROOM APT RIGHT ON CENTRAL PARK WEST,Entire home/apt
31255786,125 dollars,"Brooklyn, Williamsburg",Ali & SweetPea,June 23 2019,Sunny Shared Vintage Loft,Shared room
31258508,110 dollars,"Brooklyn, Williamsburg",Jennifer,June 28 2019,Private Entrance Brooklyn Townhouse Garden Suite,Private room
31259044,30 dollars,"Brooklyn, Park Slope",Raymond,January 11 2019,Private Room in Park Slope,Private room
31259110,89 dollars,"Manhattan, East Village",Oda,May 28 2019,Live like a local in the heart of East Village!,Private room
31262486,105 dollars,"Brooklyn, Williamsburg",Kemal,January 27 2019,Amazing location with the Manhattan Skyline View!!,Private room
31263006,175 dollars,"Queens, Ridgewood",Rodrigo,March 24 2019,Great Two Bedroom Apartment in Bushwick!,Entire home/apt
31264500,175 dollars,"Manhattan, Chinatown",Emmett,February 09 2019,Lovely Chinatown Apartment,ENTIRE HOME/APT
31265925,299 dollars,"Manhattan, Chelsea",Tanner,June 16 2019,Large Private Furnished Patio + Cozy Indoors,Entire home/apt
31267046,65 dollars,"Queens, Sunnyside",Rojé,June 15 2019,Quiet Private Bedroom 10 min from 7 Train,private room
31267520,28 dollars,"Bronx, Port Morris",Rem,June 18 2019,Mott Haven Dorm-Bed F,Shared room
31267560,39 dollars,"Queens, Jamaica",Lakshmee,July 05 2019,JFK Crashpad 6 minutes away,Shared room
31267561,300 dollars,"Manhattan, Upper West Side",Carla,July 05 2019,Gorgeous Upper West Side Gem with sofa bed!¬†,Entire home/apt
31268431,80 dollars,"Queens, Elmhurst",Jany,June 03 2019,Prime Location Private Room in Queens,Private room
31268851,34 dollars,"Brooklyn, Cypress Hills",Eric,June 30 2019,Brooklyn Room Near Subway (45-min from Manhattan),Private room
31269651,53 dollars,"Brooklyn, East Flatbush",Kendra,May 07 2019,Brooklyn Bliss A,Private room
31269703,80 dollars,"Queens, Jamaica",Monique,June 15 2019,Heart of Jamaica Queens,Entire home/apt
31269990,110 dollars,"Manhattan, Upper West Side",Olga,June 23 2019,Cute big private room with a private bathroom.,Private room
31270742,150 dollars,"Manhattan, Hell's Kitchen",Daniel,February 18 2019,Meyers Inn,Private room
31275494,38 dollars,"Brooklyn, Bushwick",Jannices,June 19 2019,Comfortable affordable room #5,PRIVATE ROOM
31276196,180 dollars,"Brooklyn, Bushwick",Sharif,March 16 2019,Large bright modern apartment in luxury building,Entire home/apt
31277426,125 dollars,"Brooklyn, Flatbush",Lee And Teri,July 02 2019,Airy & Bright Three Bedroom Apt steps from Subway,Entire home/apt
31280212,300 dollars,"Manhattan, Upper West Side",Kaylan,February 20 2019,"Modern, spacious, & cozy Upper West Side Apartment",entire home/apt
31280733,75 dollars,"Brooklyn, Williamsburg",John,February 12 2019,Williamsburg Private Room in Homey Space by Trains,Private room
31283531,450 dollars,"Manhattan, East Harlem",Andy & Kiera,June 01 2019,Amazing 3 Bedroom Duplex w/ Backyard,ENTIRE HOME/APT
31283533,110 dollars,"Manhattan, Midtown",Rooshabh,July 01 2019,New York City Home w/ Full Amenities,Entire home/apt
31283569,33 dollars,"Manhattan, Washington Heights",Esaú,January 17 2019,Cozy sunny room in Washington Heights,Private room
31283904,399 dollars,"Manhattan, East Village",Jason & Becca,June 30 2019,Central & Homey East Village One Bedroom,Entire home/apt
31284078,90 dollars,"Manhattan, Lower East Side",Isidora,January 07 2019,Charming new renovated private room,Private room
31284182,175 dollars,"Brooklyn, Greenpoint",Rikki,April 22 2019,1 bd. Apartment in central Greenpoint,Entire home/apt
31285092,140 dollars,"Brooklyn, Bedford-Stuyvesant",Trevor,June 08 2019,Brooklyn Palace,entire home/apt
31285302,190 dollars,"Brooklyn, Williamsburg",Ines,April 21 2019,Beautiful 1bedroom apt in Williamsburg,entire home/apt
31285562,111 dollars,"Manhattan, East Village",Maria,May 09 2019,Charming East Village one-bedroom,entire home/apt
31285648,45 dollars,"Brooklyn, Williamsburg",Ofek,February 17 2019,"1 bedroom in roommates apartment
In Williamsburg",Private room
31285720,65 dollars,"Manhattan, Upper East Side",Yao Yi,June 13 2019,cozy private room in upper east side,Private room
31286946,70 dollars,"Queens, Queens Village",Margaret,January 21 2019,Spacious large bedroom room,Private room
31287498,69 dollars,"Queens, College Point",Layla,June 22 2019,Cozy Clean 1BR 10min to LGA/Flushing,Entire home/apt
31287736,70 dollars,"Brooklyn, Greenpoint",Elizabeth,January 16 2019,Herbalist‚Äôs Home,Private room
31287886,399 dollars,"Manhattan, East Harlem",Kai,February 12 2019,Spacious Bright Manhattan Home Near The Park,Private room
31289259,90 dollars,"Manhattan, East Harlem",Shay,April 15 2019,NYC Private Bedroom in Spanish Harlem,Private room
31290477,500 dollars,"Brooklyn, Williamsburg",Karen,July 07 2019,Beautiful Bushwick Studio Intimate Gatherings,Entire home/apt
31290728,160 dollars,"Queens, Sunnyside",Kaan,April 30 2019,Sunnyside,Entire home/apt
31291730,209 dollars,"Manhattan, Hell's Kitchen",Hudson River Hotel,June 16 2019,NY HIGH LINE DOUBLE ROOM,Private room
31291979,120 dollars,"Manhattan, Lower East Side",Elien,June 29 2019,"Gorgeous, Plant Filled Oasis & Private Terrace",Entire home/apt
31292343,99 dollars,"Manhattan, East Village",Alana,February 01 2019,Best East Village Location,Private room
31292656,80 dollars,"Brooklyn, Bushwick",Nikol,February 17 2019,Brand New and Modern Room in Brooklyn,Private room
31292757,249 dollars,"Manhattan, Hell's Kitchen",Hudson River Hotel,June 16 2019,NY BROADWAY DOUBLE DOUBLE ROOM,PRIVATE ROOM
31293545,120 dollars,"Manhattan, Harlem",Folami,June 08 2019,Sunny Hamilton Heights Apartment,Entire home/apt
31294112,140 dollars,"Brooklyn, Bedford-Stuyvesant",Alfredo,June 18 2019,Empire Aparment,Entire home/apt
31294395,110 dollars,"Manhattan, Upper East Side",Marko,April 14 2019,Cozy studio in Manhattan!,entire home/apt
31295111,145 dollars,"Brooklyn, Bushwick",Mike,June 25 2019,Sunny Spacious 2BR Apt in Heart of Bushwick,ENTIRE HOME/APT
31295524,70 dollars,"Bronx, East Morrisania",Beverline,January 28 2019,Cozy Modern Getaway 30 mins from Manhattan (1Bdrm),private room
31296410,60 dollars,"Manhattan, Harlem",Chad,June 24 2019,Private bedroom in cozy apt near Central Park,Private room
31297452,190 dollars,"Manhattan, Chelsea",Christina,June 11 2019,Luxury NEW two level suite (Duplex) in Chelsea,ENTIRE HOME/APT
31301399,70 dollars,"Brooklyn, Bedford-Stuyvesant",Alimah,June 21 2019,"Elegant, Mid Century Modern Apt (Private Room)",Private room
31304303,115 dollars,"Manhattan, Upper East Side",David,June 15 2019,"Entire Apartment, Nice & Quiet, Perfect for Three",entire home/apt
31306674,135 dollars,"Brooklyn, Bushwick",Michelle,July 07 2019,Spacious and Welcoming In Hip Bushwick,Entire home/apt
31307651,199 dollars,"Manhattan, Hell's Kitchen",Gabriel,April 18 2019,TIME SQ WEST- 2 Bunk Beds for 4 People,PRIVATE ROOM
31308773,80 dollars,"Brooklyn, Williamsburg",Anna,June 23 2019,Light & Airy Williamsburg Retreat,Private room
31309714,140 dollars,"Manhattan, Hell's Kitchen",Arkadiy,June 30 2019,COSY BEDROOM in CITY CENTER,PRIVATE ROOM
31311422,225 dollars,"Manhattan, West Village",Marina,July 06 2019,"AMAZING, UNIQUE, ONE OF A KIND VILLAGE APARTMENT!",entire home/apt
31313010,45 dollars,"Brooklyn, Williamsburg",Vanessa,January 22 2019,Creative artist apartment in Williamsburg,Private room
31313105,175 dollars,"Queens, Springfield Gardens",Sonya,June 29 2019,A Spacious & Blissful Stay in Queens!!!,Entire home/apt
31313153,53 dollars,"Manhattan, Morningside Heights",Mary,January 09 2019,small room in Manhattan. Close to major nyc sites,Private room
31313376,44 dollars,"Queens, Astoria",Ioannis,June 30 2019,"15min from Times Square, 3 minutes from Subway!",Private room
31313806,59 dollars,"Brooklyn, Gravesend",Nicholas,July 07 2019,"new,  private entrance, pvt room and pvt bath",Private room
31313870,65 dollars,"Manhattan, Gramercy",Hana,May 27 2019,Modern bedroom with view in a high rise building,PRIVATE ROOM
31314273,59 dollars,"Manhattan, Upper West Side",Maria,June 30 2019,"Private bedroom in the Upper West Side, Manhattan",Private room
31315168,70 dollars,"Brooklyn, Prospect Heights",Rena,June 30 2019,Brooklyn Bed,PRIVATE ROOM
31315296,59 dollars,"Brooklyn, Sunset Park",Lissette,June 29 2019,Cozy/Private Room in Park Slope,private room
31315385,199 dollars,"Manhattan, Gramercy",Jully,June 30 2019,"Ideal loc, 2 bedroom apt, East Village, Union Sq",Entire home/apt
31315479,300 dollars,"Manhattan, Midtown",Larissa,February 03 2019,Chic Eclectic Midtown Apartment,PRIVATE ROOM
31315936,61 dollars,"Manhattan, Upper West Side",Julian,February 22 2019,Large room near express trains & Central Park,PRIVATE ROOM
31315980,90 dollars,"Manhattan, Lower East Side",Michael,June 17 2019,Comfortable room Lower East Side. AC,Private room
31315991,60 dollars,"Brooklyn, Williamsburg",Jasmine,March 30 2019,Large Williamsburg room,Private room
31316654,179 dollars,"Manhattan, Hell's Kitchen",Taisiya,January 23 2019,Luxury One Bedroom Apartment (Midtown Manhattan),Entire home/apt
31316889,199 dollars,"Manhattan, Hell's Kitchen",Alexa,July 02 2019,Private Midtown 2 BR Apt Times Sq Theater District,Entire home/apt
31317255,150 dollars,"Manhattan, Upper West Side",Letisha,June 09 2019,Zen! Life! Love! Liberation! Color! Creative!,Private room
31317645,85 dollars,"Brooklyn, Bedford-Stuyvesant",Peter,June 09 2019,3 Beds in Private Room 3 20 min to City,Private room
31317744,80 dollars,"Bronx, Melrose",Donna,July 06 2019,SERETSE'S  INN,ENTIRE HOME/APT
31319056,100 dollars,"Brooklyn, Williamsburg",Deva,May 05 2019,Sunny and cozy Williamsburg apartment.,private room
31319316,35 dollars,"Queens, Elmhurst",Kazuya,May 18 2019,Newly decorated room close to Elmhurst Ave (M.R),private room
31319331,74 dollars,"Bronx, Highbridge",Earl,June 28 2019,"A Painters Canvas, Only 25 mins to Time Square.",Entire home/apt
31320905,100 dollars,"Manhattan, Upper East Side",Michael,June 24 2019,Manhattan artist home - Gorgeous private room,PRIVATE ROOM
31322232,114 dollars,"Queens, Fresh Meadows",Despina,July 05 2019,Luxury 4 BR Apartment-25 minutes from the city,Entire home/apt
31322379,140 dollars,"Manhattan, Hell's Kitchen",Arkadiy,April 06 2019,PRIVATE BR 5min to TIMES SQ and COLUMBUS CIRCLE,Private room
31324327,77 dollars,"Manhattan, Harlem",Makis,July 07 2019,CENTRAL PARK  NORTH,Private room
31325866,1299 dollars,"Manhattan, SoHo",Pirin,June 10 2019,Amazing Soho Apartments with Private Backyard,Entire home/apt
31328535,170 dollars,"Brooklyn, Fort Greene",Lisa,July 02 2019,FORT GREENE THE NEW HEART BEAT OF BROOKLYN!,Entire home/apt
31328877,175 dollars,"Manhattan, East Harlem",Jean,June 03 2019,Private suite with two bedrooms and adjacent bath,Private room
